Entity,Code,Year,Palm fruit oil | 00000254 || Area harvested | 005312 || hectares
Sao Tome and Principe,STP,1970,500
Sao Tome and Principe,STP,1971,450
Sao Tome and Principe,STP,1972,400
Sao Tome and Principe,STP,1973,470
Sao Tome and Principe,STP,1974,450
Sao Tome and Principe,STP,1975,250
Sao Tome and Principe,STP,1976,240
Sao Tome and Principe,STP,1977,200
Sao Tome and Principe,STP,1978,200
Sao Tome and Principe,STP,1979,150
Sao Tome and Principe,STP,1980,100
Sao Tome and Principe,STP,1981,120
Sao Tome and Principe,STP,1982,100
Sao Tome and Principe,STP,1983,170
Sao Tome and Principe,STP,1984,170
Sao Tome and Principe,STP,1985,170
Sao Tome and Principe,STP,1986,120
Sao Tome and Principe,STP,1987,160
Sao Tome and Principe,STP,1988,63
Sao Tome and Principe,STP,1989,190
Sao Tome and Principe,STP,1990,180
Sao Tome and Principe,STP,1991,480
Sao Tome and Principe,STP,1992,580
Sao Tome and Principe,STP,1993,580
Sao Tome and Principe,STP,1994,450
Sao Tome and Principe,STP,1995,400
Sao Tome and Principe,STP,1996,600
Sao Tome and Principe,STP,1997,600
Sao Tome and Principe,STP,1998,550
Sao Tome and Principe,STP,1999,600
Sao Tome and Principe,STP,2000,1100
Sao Tome and Principe,STP,2001,1300
Sao Tome and Principe,STP,2002,1300
Sao Tome and Principe,STP,2003,1350
Sao Tome and Principe,STP,2004,1400
Sao Tome and Principe,STP,2005,1400
Sao Tome and Principe,STP,2006,1600
Sao Tome and Principe,STP,2007,1600
Sao Tome and Principe,STP,2008,1650
Sao Tome and Principe,STP,2009,1650
Sao Tome and Principe,STP,2010,1670
Sao Tome and Principe,STP,2011,1670
Sao Tome and Principe,STP,2012,1670
Sao Tome and Principe,STP,2013,1700
Sao Tome and Principe,STP,2014,1725
Sao Tome and Principe,STP,2015,1832
Sao Tome and Principe,STP,2016,1752
Sao Tome and Principe,STP,2017,1705
Sao Tome and Principe,STP,2018,1723
Sao Tome and Principe,STP,2019,1750
Sao Tome and Principe,STP,2020,1791
Sao Tome and Principe,STP,2021,1897
Sao Tome and Principe,STP,2022,1980
Senegal,SEN,1961,7000
Senegal,SEN,1962,7000
Senegal,SEN,1963,7000
Senegal,SEN,1964,7000
Senegal,SEN,1965,7000
Senegal,SEN,1966,7000
Senegal,SEN,1967,7000
Senegal,SEN,1968,7000
Senegal,SEN,1969,7000
Senegal,SEN,1970,7000
Senegal,SEN,1971,7000
Senegal,SEN,1972,7000
Senegal,SEN,1973,7000
Senegal,SEN,1974,7000
Senegal,SEN,1975,7000
Senegal,SEN,1976,7000
Senegal,SEN,1977,7000
Senegal,SEN,1978,7000
Senegal,SEN,1979,7000
Senegal,SEN,1980,7000
Senegal,SEN,1981,7000
Senegal,SEN,1982,7000
Senegal,SEN,1983,7000
Senegal,SEN,1984,7000
Senegal,SEN,1985,7000
Senegal,SEN,1986,7000
Senegal,SEN,1987,7000
Senegal,SEN,1988,6000
Senegal,SEN,1989,5000
Senegal,SEN,1990,6000
Senegal,SEN,1991,4000
Senegal,SEN,1992,4000
Senegal,SEN,1993,4000
Senegal,SEN,1994,5000
Senegal,SEN,1995,6900
Senegal,SEN,1996,6000
Senegal,SEN,1997,6000
Senegal,SEN,1998,6400
Senegal,SEN,1999,6400
Senegal,SEN,2000,6500
Senegal,SEN,2001,6500
Senegal,SEN,2002,6500
Senegal,SEN,2003,7000
Senegal,SEN,2004,7000
Senegal,SEN,2005,7000
Senegal,SEN,2006,7000
Senegal,SEN,2007,7100
Senegal,SEN,2008,8500
Senegal,SEN,2009,9000
Senegal,SEN,2010,10500
Senegal,SEN,2011,10500
Senegal,SEN,2012,11000
Senegal,SEN,2013,11200
Senegal,SEN,2014,11071
Senegal,SEN,2015,11576
Senegal,SEN,2016,11282
Senegal,SEN,2017,11316
Senegal,SEN,2018,11607
Senegal,SEN,2019,11934
Senegal,SEN,2020,11771
Senegal,SEN,2021,11882
Senegal,SEN,2022,11863
Sierra Leone,SLE,1961,31000
Sierra Leone,SLE,1962,31000
Sierra Leone,SLE,1963,31000
Sierra Leone,SLE,1964,31000
Sierra Leone,SLE,1965,31000
Sierra Leone,SLE,1966,31000
Sierra Leone,SLE,1967,31000
Sierra Leone,SLE,1968,31000
Sierra Leone,SLE,1969,31000
Sierra Leone,SLE,1970,31000
Sierra Leone,SLE,1971,31000
Sierra Leone,SLE,1972,31000
Sierra Leone,SLE,1973,31000
Sierra Leone,SLE,1974,31000
Sierra Leone,SLE,1975,31000
Sierra Leone,SLE,1976,31000
Sierra Leone,SLE,1977,31000
Sierra Leone,SLE,1978,31000
Sierra Leone,SLE,1979,31000
Sierra Leone,SLE,1980,31000
Sierra Leone,SLE,1981,31000
Sierra Leone,SLE,1982,31000
Sierra Leone,SLE,1983,31000
Sierra Leone,SLE,1984,31000
Sierra Leone,SLE,1985,31000
Sierra Leone,SLE,1986,31000
Sierra Leone,SLE,1987,31000
Sierra Leone,SLE,1988,31000
Sierra Leone,SLE,1989,31000
Sierra Leone,SLE,1990,31000
Sierra Leone,SLE,1991,31000
Sierra Leone,SLE,1992,29200
Sierra Leone,SLE,1993,29150
Sierra Leone,SLE,1994,28700
Sierra Leone,SLE,1995,27900
Sierra Leone,SLE,1996,29500
Sierra Leone,SLE,1997,30500
Sierra Leone,SLE,1998,24800
Sierra Leone,SLE,1999,21800
Sierra Leone,SLE,2000,21800
Sierra Leone,SLE,2001,22000
Sierra Leone,SLE,2002,22000
Sierra Leone,SLE,2003,24000
Sierra Leone,SLE,2004,26000
Sierra Leone,SLE,2005,26000
Sierra Leone,SLE,2006,24000
Sierra Leone,SLE,2007,24000
Sierra Leone,SLE,2008,25000
Sierra Leone,SLE,2009,26000
Sierra Leone,SLE,2010,26500
Sierra Leone,SLE,2011,26500
Sierra Leone,SLE,2012,27000
Sierra Leone,SLE,2013,27500
Sierra Leone,SLE,2014,28643
Sierra Leone,SLE,2015,34200
Sierra Leone,SLE,2016,35580
Sierra Leone,SLE,2017,38016
Sierra Leone,SLE,2018,42651
Sierra Leone,SLE,2019,49322
Sierra Leone,SLE,2020,45577
Sierra Leone,SLE,2021,44017
Sierra Leone,SLE,2022,46991
Small Island Developing States (FAO),,1961,20425
Small Island Developing States (FAO),,1962,20425
Small Island Developing States (FAO),,1963,13805
Small Island Developing States (FAO),,1964,13805
Small Island Developing States (FAO),,1965,13805
Small Island Developing States (FAO),,1966,13805
Small Island Developing States (FAO),,1967,13725
Small Island Developing States (FAO),,1968,12605
Small Island Developing States (FAO),,1969,13160
Small Island Developing States (FAO),,1970,10160
Small Island Developing States (FAO),,1971,10720
Small Island Developing States (FAO),,1972,11380
Small Island Developing States (FAO),,1973,13325
Small Island Developing States (FAO),,1974,17155
Small Island Developing States (FAO),,1975,19095
Small Island Developing States (FAO),,1976,22469
Small Island Developing States (FAO),,1977,27044
Small Island Developing States (FAO),,1978,27719
Small Island Developing States (FAO),,1979,29808
Small Island Developing States (FAO),,1980,30049
Small Island Developing States (FAO),,1981,34903
Small Island Developing States (FAO),,1982,45631
Small Island Developing States (FAO),,1983,43456
Small Island Developing States (FAO),,1984,58447
Small Island Developing States (FAO),,1985,57653
Small Island Developing States (FAO),,1986,64166
Small Island Developing States (FAO),,1987,63923
Small Island Developing States (FAO),,1988,56996
Small Island Developing States (FAO),,1989,64804
Small Island Developing States (FAO),,1990,68624
Small Island Developing States (FAO),,1991,71315
Small Island Developing States (FAO),,1992,78205
Small Island Developing States (FAO),,1993,84743
Small Island Developing States (FAO),,1994,89150
Small Island Developing States (FAO),,1995,90900
Small Island Developing States (FAO),,1996,90470
Small Island Developing States (FAO),,1997,91189
Small Island Developing States (FAO),,1998,94047
Small Island Developing States (FAO),,1999,99013
Small Island Developing States (FAO),,2000,105677
Small Island Developing States (FAO),,2001,109857
Small Island Developing States (FAO),,2002,114842
Small Island Developing States (FAO),,2003,119881
Small Island Developing States (FAO),,2004,122925
Small Island Developing States (FAO),,2005,126925
Small Island Developing States (FAO),,2006,133130
Small Island Developing States (FAO),,2007,138190
Small Island Developing States (FAO),,2008,161256
Small Island Developing States (FAO),,2009,165301
Small Island Developing States (FAO),,2010,176652
Small Island Developing States (FAO),,2011,187284
Small Island Developing States (FAO),,2012,191534
Small Island Developing States (FAO),,2013,196589
Small Island Developing States (FAO),,2014,214579
Small Island Developing States (FAO),,2015,231562
Small Island Developing States (FAO),,2016,242355
Small Island Developing States (FAO),,2017,246245
Small Island Developing States (FAO),,2018,254548
Small Island Developing States (FAO),,2019,262455
Small Island Developing States (FAO),,2020,275548
Small Island Developing States (FAO),,2021,288182
Small Island Developing States (FAO),,2022,298881
Solomon Islands,SLB,1961,55
Solomon Islands,SLB,1962,55
Solomon Islands,SLB,1963,55
Solomon Islands,SLB,1964,55
Solomon Islands,SLB,1965,55
Solomon Islands,SLB,1966,55
Solomon Islands,SLB,1967,55
Solomon Islands,SLB,1968,55
Solomon Islands,SLB,1969,110
Solomon Islands,SLB,1970,110
Solomon Islands,SLB,1971,140
Solomon Islands,SLB,1972,140
Solomon Islands,SLB,1973,140
Solomon Islands,SLB,1974,270
Solomon Islands,SLB,1975,700
Solomon Islands,SLB,1976,1019
Solomon Islands,SLB,1977,2464
Solomon Islands,SLB,1978,2994
Solomon Islands,SLB,1979,3286
Solomon Islands,SLB,1980,3335
Solomon Islands,SLB,1981,3335
Solomon Islands,SLB,1982,3332
Solomon Islands,SLB,1983,3332
Solomon Islands,SLB,1984,3530
Solomon Islands,SLB,1985,3796
Solomon Islands,SLB,1986,3918
Solomon Islands,SLB,1987,4590
Solomon Islands,SLB,1988,4309
Solomon Islands,SLB,1989,3986
Solomon Islands,SLB,1990,5519
Solomon Islands,SLB,1991,7000
Solomon Islands,SLB,1992,8000
Solomon Islands,SLB,1993,8000
Solomon Islands,SLB,1994,8000
Solomon Islands,SLB,1995,8000
Solomon Islands,SLB,1996,8000
Solomon Islands,SLB,1997,8000
Solomon Islands,SLB,1998,8000
Solomon Islands,SLB,1999,8000
Solomon Islands,SLB,2000,9000
Solomon Islands,SLB,2001,9000
Solomon Islands,SLB,2002,9000
Solomon Islands,SLB,2003,9000
Solomon Islands,SLB,2004,9000
Solomon Islands,SLB,2005,9000
Solomon Islands,SLB,2006,10000
Solomon Islands,SLB,2007,10000
Solomon Islands,SLB,2008,11000
Solomon Islands,SLB,2009,12000
Solomon Islands,SLB,2010,13000
Solomon Islands,SLB,2011,14000
Solomon Islands,SLB,2012,15000
Solomon Islands,SLB,2013,16000
Solomon Islands,SLB,2014,17000
Solomon Islands,SLB,2015,18000
Solomon Islands,SLB,2016,19000
Solomon Islands,SLB,2017,20000
Solomon Islands,SLB,2018,21000
Solomon Islands,SLB,2019,22000
Solomon Islands,SLB,2020,22000
Solomon Islands,SLB,2021,25000
Solomon Islands,SLB,2022,26000
South America,,1961,38700
South America,,1962,41500
South America,,1963,41750
South America,,1964,46950
South America,,1965,56500
South America,,1966,57350
South America,,1967,65700
South America,,1968,80900
South America,,1969,63400
South America,,1970,57081
South America,,1971,76856
South America,,1972,71346
South America,,1973,61121
South America,,1974,56241
South America,,1975,50643
South America,,1976,56527
South America,,1977,61454
South America,,1978,67986
South America,,1979,71037
South America,,1980,83088
South America,,1981,80948
South America,,1982,101598
South America,,1983,95592
South America,,1984,112488
South America,,1985,123794
South America,,1986,145450
South America,,1987,152642
South America,,1988,168525
South America,,1989,189111
South America,,1990,210906
South America,,1991,253463
South America,,1992,292885
South America,,1993,288512
South America,,1994,305411
South America,,1995,310367
South America,,1996,328452
South America,,1997,344873
South America,,1998,345038
South America,,1999,342163
South America,,2000,378590
South America,,2001,397948
South America,,2002,373313
South America,,2003,379429
South America,,2004,415787
South America,,2005,448368
South America,,2006,454695
South America,,2007,467204
South America,,2008,478355
South America,,2009,529280
South America,,2010,571584
South America,,2011,629170
South America,,2012,635311
South America,,2013,679941
South America,,2014,776286
South America,,2015,863022
South America,,2016,822111
South America,,2017,952976
South America,,2018,998126
South America,,2019,1014389
South America,,2020,1002546
South America,,2021,1010243
South America,,2022,991951
South America (FAO),,1961,38700
South America (FAO),,1962,41500
South America (FAO),,1963,41750
South America (FAO),,1964,46950
South America (FAO),,1965,56500
South America (FAO),,1966,57350
South America (FAO),,1967,65700
South America (FAO),,1968,80900
South America (FAO),,1969,63400
South America (FAO),,1970,57081
South America (FAO),,1971,76856
South America (FAO),,1972,71346
South America (FAO),,1973,61121
South America (FAO),,1974,56241
South America (FAO),,1975,50643
South America (FAO),,1976,56527
South America (FAO),,1977,61454
South America (FAO),,1978,67986
South America (FAO),,1979,71037
South America (FAO),,1980,83088
South America (FAO),,1981,80948
South America (FAO),,1982,101598
South America (FAO),,1983,95592
South America (FAO),,1984,112488
South America (FAO),,1985,123794
South America (FAO),,1986,145450
South America (FAO),,1987,152642
South America (FAO),,1988,168525
South America (FAO),,1989,189111
South America (FAO),,1990,210906
South America (FAO),,1991,253463
South America (FAO),,1992,292885
South America (FAO),,1993,288512
South America (FAO),,1994,305411
South America (FAO),,1995,310367
South America (FAO),,1996,328452
South America (FAO),,1997,344873
South America (FAO),,1998,345038
South America (FAO),,1999,342163
South America (FAO),,2000,378590
South America (FAO),,2001,397948
South America (FAO),,2002,373313
South America (FAO),,2003,379429
South America (FAO),,2004,415787
South America (FAO),,2005,448368
South America (FAO),,2006,454695
South America (FAO),,2007,467204
South America (FAO),,2008,478355
South America (FAO),,2009,529280
South America (FAO),,2010,571584
South America (FAO),,2011,629170
South America (FAO),,2012,635311
South America (FAO),,2013,679941
South America (FAO),,2014,776286
South America (FAO),,2015,863022
South America (FAO),,2016,822112
South America (FAO),,2017,952975
South America (FAO),,2018,998126
South America (FAO),,2019,1014390
South America (FAO),,2020,1002545
South America (FAO),,2021,1010242
South America (FAO),,2022,991951
South-eastern Asia (FAO),,1961,114402
South-eastern Asia (FAO),,1962,117275
South-eastern Asia (FAO),,1963,125173
South-eastern Asia (FAO),,1964,134000
South-eastern Asia (FAO),,1965,140100
South-eastern Asia (FAO),,1966,153650
South-eastern Asia (FAO),,1967,164750
South-eastern Asia (FAO),,1968,190350
South-eastern Asia (FAO),,1969,216950
South-eastern Asia (FAO),,1970,251950
South-eastern Asia (FAO),,1971,281350
South-eastern Asia (FAO),,1972,338750
South-eastern Asia (FAO),,1973,384000
South-eastern Asia (FAO),,1974,445500
South-eastern Asia (FAO),,1975,538166
South-eastern Asia (FAO),,1976,593449
South-eastern Asia (FAO),,1977,671246
South-eastern Asia (FAO),,1978,794203
South-eastern Asia (FAO),,1979,883915
South-eastern Asia (FAO),,1980,998724
South-eastern Asia (FAO),,1981,1099747
South-eastern Asia (FAO),,1982,1168071
South-eastern Asia (FAO),,1983,1313151
South-eastern Asia (FAO),,1984,1431031
South-eastern Asia (FAO),,1985,1620688
South-eastern Asia (FAO),,1986,1811660
South-eastern Asia (FAO),,1987,1878905
South-eastern Asia (FAO),,1988,2161679
South-eastern Asia (FAO),,1989,2364976
South-eastern Asia (FAO),,1990,2528087
South-eastern Asia (FAO),,1991,2996467
South-eastern Asia (FAO),,1992,3205780
South-eastern Asia (FAO),,1993,3388516
South-eastern Asia (FAO),,1994,3623324
South-eastern Asia (FAO),,1995,3910700
South-eastern Asia (FAO),,1996,4314769
South-eastern Asia (FAO),,1997,4720328
South-eastern Asia (FAO),,1998,5105957
South-eastern Asia (FAO),,1999,5403911
South-eastern Asia (FAO),,2000,5650042
South-eastern Asia (FAO),,2001,5971216
South-eastern Asia (FAO),,2002,6756627
South-eastern Asia (FAO),,2003,7164155
South-eastern Asia (FAO),,2004,7540166
South-eastern Asia (FAO),,2005,8104594
South-eastern Asia (FAO),,2006,8700167
South-eastern Asia (FAO),,2007,9341576
South-eastern Asia (FAO),,2008,9981925
South-eastern Asia (FAO),,2009,10626511
South-eastern Asia (FAO),,2010,13839769
South-eastern Asia (FAO),,2011,14626824
South-eastern Asia (FAO),,2012,15308855
South-eastern Asia (FAO),,2013,16366539
South-eastern Asia (FAO),,2014,15867535
South-eastern Asia (FAO),,2015,16339492
South-eastern Asia (FAO),,2016,16916880
South-eastern Asia (FAO),,2017,20044668
South-eastern Asia (FAO),,2018,20469578
South-eastern Asia (FAO),,2019,20683480
South-eastern Asia (FAO),,2020,20868136
South-eastern Asia (FAO),,2021,20847268
South-eastern Asia (FAO),,2022,21178704
Suriname,SUR,1961,0
Suriname,SUR,1962,0
Suriname,SUR,1963,0
Suriname,SUR,1964,0
Suriname,SUR,1965,0
Suriname,SUR,1966,0
Suriname,SUR,1967,0
Suriname,SUR,1968,0
Suriname,SUR,1969,0
Suriname,SUR,1970,50
Suriname,SUR,1971,330
Suriname,SUR,1972,840
Suriname,SUR,1973,1215
Suriname,SUR,1974,1435
Suriname,SUR,1975,1645
Suriname,SUR,1976,1710
Suriname,SUR,1977,1880
Suriname,SUR,1978,2025
Suriname,SUR,1979,2372
Suriname,SUR,1980,2614
Suriname,SUR,1981,2948
Suriname,SUR,1982,4199
Suriname,SUR,1983,4954
Suriname,SUR,1984,5747
Suriname,SUR,1985,6187
Suriname,SUR,1986,6128
Suriname,SUR,1987,6173
Suriname,SUR,1988,6124
Suriname,SUR,1989,6128
Suriname,SUR,1990,5425
Suriname,SUR,1991,4835
Suriname,SUR,1992,4625
Suriname,SUR,1993,4163
Suriname,SUR,1994,3700
Suriname,SUR,1995,2500
Suriname,SUR,1996,1870
Suriname,SUR,1997,1154
Suriname,SUR,1998,250
Suriname,SUR,1999,360
Suriname,SUR,2000,550
Suriname,SUR,2001,550
Suriname,SUR,2002,550
Suriname,SUR,2003,550
Suriname,SUR,2004,550
Suriname,SUR,2005,550
Suriname,SUR,2006,550
Suriname,SUR,2007,600
Suriname,SUR,2008,600
Suriname,SUR,2009,625
Suriname,SUR,2010,625
Suriname,SUR,2011,650
Suriname,SUR,2012,650
Suriname,SUR,2013,675
Suriname,SUR,2014,621
Suriname,SUR,2015,600
Suriname,SUR,2016,600
Suriname,SUR,2017,601
Suriname,SUR,2018,600
Suriname,SUR,2019,564
Suriname,SUR,2020,545
Suriname,SUR,2021,552
Suriname,SUR,2022,552
Tanzania,TZA,1961,1100
Tanzania,TZA,1962,2000
Tanzania,TZA,1963,1750
Tanzania,TZA,1964,1750
Tanzania,TZA,1965,1200
Tanzania,TZA,1966,1200
Tanzania,TZA,1967,1200
Tanzania,TZA,1968,1200
Tanzania,TZA,1969,1200
Tanzania,TZA,1970,1200
Tanzania,TZA,1971,4000
Tanzania,TZA,1972,4000
Tanzania,TZA,1973,4000
Tanzania,TZA,1974,4000
Tanzania,TZA,1975,4000
Tanzania,TZA,1976,4000
Tanzania,TZA,1977,4000
Tanzania,TZA,1978,4000
Tanzania,TZA,1979,4000
Tanzania,TZA,1980,4100
Tanzania,TZA,1981,4100
Tanzania,TZA,1982,4100
Tanzania,TZA,1983,4100
Tanzania,TZA,1984,4100
Tanzania,TZA,1985,4100
Tanzania,TZA,1986,4150
Tanzania,TZA,1987,4150
Tanzania,TZA,1988,4150
Tanzania,TZA,1989,4150
Tanzania,TZA,1990,4200
Tanzania,TZA,1991,4200
Tanzania,TZA,1992,4300
Tanzania,TZA,1993,4300
Tanzania,TZA,1994,4400
Tanzania,TZA,1995,4400
Tanzania,TZA,1996,4400
Tanzania,TZA,1997,4400
Tanzania,TZA,1998,4500
Tanzania,TZA,1999,4500
Tanzania,TZA,2000,4500
Tanzania,TZA,2001,4500
Tanzania,TZA,2002,4500
Tanzania,TZA,2003,4500
Tanzania,TZA,2004,4500
Tanzania,TZA,2005,4500
Tanzania,TZA,2006,4500
Tanzania,TZA,2007,4500
Tanzania,TZA,2008,4500
Tanzania,TZA,2009,4500
Tanzania,TZA,2010,4800
Tanzania,TZA,2011,5000
Tanzania,TZA,2012,5200
Tanzania,TZA,2013,5200
Tanzania,TZA,2014,5212
Tanzania,TZA,2015,5296
Tanzania,TZA,2016,5366
Tanzania,TZA,2017,5432
Tanzania,TZA,2018,5506
Tanzania,TZA,2019,5435
Tanzania,TZA,2020,5458
Tanzania,TZA,2021,5466
Tanzania,TZA,2022,5453
Thailand,THA,1961,950
Thailand,THA,1962,950
Thailand,THA,1963,950
Thailand,THA,1964,950
Thailand,THA,1965,950
Thailand,THA,1966,950
Thailand,THA,1967,950
Thailand,THA,1968,950
Thailand,THA,1969,950
Thailand,THA,1970,950
Thailand,THA,1971,950
Thailand,THA,1972,950
Thailand,THA,1973,1800
Thailand,THA,1974,1800
Thailand,THA,1975,5100
Thailand,THA,1976,3440
Thailand,THA,1977,3760
Thailand,THA,1978,5616
Thailand,THA,1979,7616
Thailand,THA,1980,11136
Thailand,THA,1981,15104
Thailand,THA,1982,24752
Thailand,THA,1983,36272
Thailand,THA,1984,45280
Thailand,THA,1985,53255
Thailand,THA,1986,59981
Thailand,THA,1987,69158
Thailand,THA,1988,82774
Thailand,THA,1989,90880
Thailand,THA,1990,96000
Thailand,THA,1991,103108
Thailand,THA,1992,105908
Thailand,THA,1993,133452
Thailand,THA,1994,139160
Thailand,THA,1995,153422
Thailand,THA,1996,166915
Thailand,THA,1997,177492
Thailand,THA,1998,205489
Thailand,THA,1999,215220
Thailand,THA,2000,230053
Thailand,THA,2001,242852
Thailand,THA,2002,263018
Thailand,THA,2003,287903
Thailand,THA,2004,309165
Thailand,THA,2005,324193
Thailand,THA,2006,379872
Thailand,THA,2007,426120
Thailand,THA,2008,461555
Thailand,THA,2009,510003
Thailand,THA,2010,541569
Thailand,THA,2011,570474
Thailand,THA,2012,592081
Thailand,THA,2013,603700
Thailand,THA,2014,643811
Thailand,THA,2015,648198
Thailand,THA,2016,632072
Thailand,THA,2017,797128
Thailand,THA,2018,856422
Thailand,THA,2019,906080
Thailand,THA,2020,939324
Thailand,THA,2021,965398
Thailand,THA,2022,984060
Togo,TGO,1961,14500
Togo,TGO,1962,15000
Togo,TGO,1963,15000
Togo,TGO,1964,15000
Togo,TGO,1965,15000
Togo,TGO,1966,15000
Togo,TGO,1967,15000
Togo,TGO,1968,15000
Togo,TGO,1969,15000
Togo,TGO,1970,15000
Togo,TGO,1971,15500
Togo,TGO,1972,15500
Togo,TGO,1973,15500
Togo,TGO,1974,15800
Togo,TGO,1975,15800
Togo,TGO,1976,15800
Togo,TGO,1977,15800
Togo,TGO,1978,15800
Togo,TGO,1979,15900
Togo,TGO,1980,15900
Togo,TGO,1981,15900
Togo,TGO,1982,16000
Togo,TGO,1983,13500
Togo,TGO,1984,13500
Togo,TGO,1985,13500
Togo,TGO,1986,13500
Togo,TGO,1987,13500
Togo,TGO,1988,13500
Togo,TGO,1989,13500
Togo,TGO,1990,13500
Togo,TGO,1991,13500
Togo,TGO,1992,13500
Togo,TGO,1993,13500
Togo,TGO,1994,13500
Togo,TGO,1995,15500
Togo,TGO,1996,16500
Togo,TGO,1997,17637
Togo,TGO,1998,18905
Togo,TGO,1999,20287
Togo,TGO,2000,21749
Togo,TGO,2001,23332
Togo,TGO,2002,25627
Togo,TGO,2003,27533
Togo,TGO,2004,30871
Togo,TGO,2005,32767
Togo,TGO,2006,34803
Togo,TGO,2007,36947
Togo,TGO,2008,39191
Togo,TGO,2009,41511
Togo,TGO,2010,42700
Togo,TGO,2011,37956
Togo,TGO,2012,44532
Togo,TGO,2013,56438
Togo,TGO,2014,54696
Togo,TGO,2015,50525
Togo,TGO,2016,52279
Togo,TGO,2017,56998
Togo,TGO,2018,59350
Togo,TGO,2019,62301
Togo,TGO,2020,65122
Togo,TGO,2021,65284
Togo,TGO,2022,65389
Upper-middle-income countries,,1961,177771
Upper-middle-income countries,,1962,186718
Upper-middle-income countries,,1963,193852
Upper-middle-income countries,,1964,210077
Upper-middle-income countries,,1965,225841
Upper-middle-income countries,,1966,239991
Upper-middle-income countries,,1967,257268
Upper-middle-income countries,,1968,300164
Upper-middle-income countries,,1969,306586
Upper-middle-income countries,,1970,330819
Upper-middle-income countries,,1971,377822
Upper-middle-income countries,,1972,430376
Upper-middle-income countries,,1973,467692
Upper-middle-income countries,,1974,524696
Upper-middle-income countries,,1975,604146
Upper-middle-income countries,,1976,669852
Upper-middle-income countries,,1977,746143
Upper-middle-income countries,,1978,875657
Upper-middle-income countries,,1979,968872
Upper-middle-income countries,,1980,1096872
Upper-middle-income countries,,1981,1194395
Upper-middle-income countries,,1982,1274669
Upper-middle-income countries,,1983,1422441
Upper-middle-income countries,,1984,1550050
Upper-middle-income countries,,1985,1805245
Upper-middle-income countries,,1986,2019170
Upper-middle-income countries,,1987,2095281
Upper-middle-income countries,,1988,2396441
Upper-middle-income countries,,1989,2619787
Upper-middle-income countries,,1990,2808021
Upper-middle-income countries,,1991,3308085
Upper-middle-income countries,,1992,3559003
Upper-middle-income countries,,1993,3743872
Upper-middle-income countries,,1994,3997772
Upper-middle-income countries,,1995,4294742
Upper-middle-income countries,,1996,4719590
Upper-middle-income countries,,1997,5141726
Upper-middle-income countries,,1998,5534326
Upper-middle-income countries,,1999,5843332
Upper-middle-income countries,,2000,6135124
Upper-middle-income countries,,2001,6483609
Upper-middle-income countries,,2002,7247046
Upper-middle-income countries,,2003,7662111
Upper-middle-income countries,,2004,8082690
Upper-middle-income countries,,2005,8682411
Upper-middle-income countries,,2006,9297201
Upper-middle-income countries,,2007,9954637
Upper-middle-income countries,,2008,10613591
Upper-middle-income countries,,2009,11315908
Upper-middle-income countries,,2010,14572174
Upper-middle-income countries,,2011,15429442
Upper-middle-income countries,,2012,16140199
Upper-middle-income countries,,2013,17280420
Upper-middle-income countries,,2014,16899939
Upper-middle-income countries,,2015,17471383
Upper-middle-income countries,,2016,18014291
Upper-middle-income countries,,2017,21297992
Upper-middle-income countries,,2018,21772051
Upper-middle-income countries,,2019,22017539
Upper-middle-income countries,,2020,22223800
Upper-middle-income countries,,2021,22217551
Upper-middle-income countries,,2022,22551110
Venezuela,VEN,1961,0
Venezuela,VEN,1962,0
Venezuela,VEN,1963,0
Venezuela,VEN,1964,0
Venezuela,VEN,1965,0
Venezuela,VEN,1966,0
Venezuela,VEN,1967,0
Venezuela,VEN,1968,0
Venezuela,VEN,1969,0
Venezuela,VEN,1970,0
Venezuela,VEN,1971,0
Venezuela,VEN,1972,0
Venezuela,VEN,1973,0
Venezuela,VEN,1974,0
Venezuela,VEN,1975,0
Venezuela,VEN,1976,0
Venezuela,VEN,1977,0
Venezuela,VEN,1978,0
Venezuela,VEN,1979,0
Venezuela,VEN,1980,2200
Venezuela,VEN,1981,1600
Venezuela,VEN,1982,2200
Venezuela,VEN,1983,2600
Venezuela,VEN,1984,2800
Venezuela,VEN,1985,2400
Venezuela,VEN,1986,2670
Venezuela,VEN,1987,2700
Venezuela,VEN,1988,2300
Venezuela,VEN,1989,2700
Venezuela,VEN,1990,2500
Venezuela,VEN,1991,3600
Venezuela,VEN,1992,11398
Venezuela,VEN,1993,12860
Venezuela,VEN,1994,16103
Venezuela,VEN,1995,18799
Venezuela,VEN,1996,27813
Venezuela,VEN,1997,28135
Venezuela,VEN,1998,25000
Venezuela,VEN,1999,24956
Venezuela,VEN,2000,24711
Venezuela,VEN,2001,25105
Venezuela,VEN,2002,25116
Venezuela,VEN,2003,25124
Venezuela,VEN,2004,24607
Venezuela,VEN,2005,26277
Venezuela,VEN,2006,25252
Venezuela,VEN,2007,26713
Venezuela,VEN,2008,31096
Venezuela,VEN,2009,29986
Venezuela,VEN,2010,32567
Venezuela,VEN,2011,36293
Venezuela,VEN,2012,34082
Venezuela,VEN,2013,35568
Venezuela,VEN,2014,39596
Venezuela,VEN,2015,39632
Venezuela,VEN,2016,44496
Venezuela,VEN,2017,47103
Venezuela,VEN,2018,43041
Venezuela,VEN,2019,40854
Venezuela,VEN,2020,52226
Venezuela,VEN,2021,58247
Venezuela,VEN,2022,54788
Western Africa (FAO),,1961,3144500
